14987	1112	Dewey Corp	Gordon C. Dewey, President  and research director; 1 chemist, 40 electrical engineers, 25 mathematicians, 5 physicists, 1 psychologist, 15 auxiliaries.
14997	1113	Dewey Products Co.	
14903	1114	DeWitt Development Co.	Bernard G. DeWitt, President and technical personnel director; Richard A. DeWitt, Vice President and research director ; 2 electrical engineers.
14911	1115	Dexter Chemical Corp	
14921	1116	Diablo Laboratories	Robert Hill, Scientific Director; S. A. Aarons, Vice President, technical personnel director; 15 biologists, 2 chemists,  -   3 physicians, 1 physicist, 1 sanitary engineer, 5 technicians, 4 auxiliaries.
14935	1117	Diamond Alkali Co.	Thornton F. Holder, Director of Research; C. R. Brown, Director of Employee Relations; 2 biologists, 136 chemists, 55 chemical engineers, 2 metallurgists, 2 other professionals, 72 technicians, 46 auxiliaries.
14941	1118	Diamond Chain Co.	C. O. Sundberg, Chief Engineer; 1 chemist, 15 mechanical engineers, 5 metallurgists, 20 technicians, 24 auxiliaries. | C. E. Wurst, Director; 4 chemists, 7 chemical engineers, 16 technicians, 4 auxiliaries. | H. H. Flegenheimer, Director; 1 biologist, 10 chemists, 2 chemical engineers, 12 technicians, 2 auxiliaries. | A. E. Bums, Jr., Director; 1 chemist, 3 chemical engineers, 5 technicians, 1 auxiliary. | J. E. Masters, Director; 9 chemists, 1 mathematician, 8 technicians, 3 auxiliaries. | Gordon C. Dewey, President  and research director; 1 chemist, 40 electrical engineers, 25 mathematicians, 5 physicists, 1 psychologist, 15 auxiliaries. | Roger A. Cole, research director; John O. Muir, Treasurer and technical personnel director; 1 chemist, 2 pharmacists, 3 auxiliaries.
15005	1119	Diamond National Corp	J. E. Foote, Director of Research; 7 chemists, 13 technicians, 21 auxiliaries. | Thomas G. Zentner, Director of Research and Development; 4 chemists, 7 chemical engineers, 12 technicians, 2 auxiliaries.
15027	1120	Diamond Power Specialty Corp	D. J. Tricebock, General Manager, Electronics Division; 4 electronics engineers, 1 physicist, 13 technicians, 3 auxiliaries.
15037	1121	Diamond Tool Engineering Co.	A. G. Asaff, Partner and Director of Research; 1 chemist, 4 technicians, 2 auxiliaries.
15043	1122	Diamond Tool Research Co.	Charles Baumgold, President  and technical personnel director; Matthew Saf-ferson, Director of Research; 1 chemist, 1 mathematician, 3 technicians, 2 auxiliaries.
15053	1123	Dibble Color Co.	L. J. Pesola, Chief Chemist and research director; B. P. Schmitt, Treasurer and Assistant General Manager, technical personnel directors; 2 chemists, 3 technicians.
15063	1124	Dice, J. W., Co.	James W. Dice, President  and research director; 2 electronics engineers, 1 metallurgist, 1 physicist, 1 technician, 1 auxiliary.
15073	1125	Dick, A. B., Co.	Allan I. Roshkind, Vice President, Research and Engineering; R. J. Sturkey, Vice President, Personnel; 1 biologist, 17 chemists; engineers: 4 chemical, 8 electrical, 8 mechanical, 2 science; 1 mathematician, 1 metallurgist, 1 physicist, 83 technicians, 50 auxiliaries.
15085	1126	Dickey, W. S., Clay Manufacturing Co.	Elmer R. Ligon, Vice President, Research; 3 chemists; engineers: 1 architectural, 1 ceramic, 1 chemical, 1 mechanical; 1 geologist, 5 technicians, 2 auxiliaries.
15095	1127	Dickinson, Albert, Co.	A. A. Hendrickson, Director, Research and Production; 2 biologists, 3 technicians.
15105	1128	Dictaphone Corp	Frederick W. Roberts, Vice President Engineering and Research; Lloyd R. Jones, Assistant to the Vice President Engineering and Research, and technical personnel director; engineers: 4 chemical, 13 electrical, 18 mechanical; 48 technicians; 12 auxiliaries. | Henry G. Dietz, President  and Director of Research; engineers: 1 electrical, 1 electronics, 1 mechanical; 2 technicians, 5 auxiliaries. | Benjamin Friedland, Vice President, Research and Development; 24 chemists; engineers: 1 electrical, 5 mechanical, 2 optical; 5 auxiliaries. | C. W. Christensen, Director, Microbiology; 16 biologists, 6 chemists, 10 technicians, 10 auxiliaries. | W. C. Dillon, President and  Director of Research; 4 engineers, 1 metallurgist, 1 physicist, 5 technicians, 1 auxiliary. | Janik Dirats, President and  director of research; William P. Casey, Chief Engineer and technical personnel director; 3 chemists; engineers: 1 ceramic, 1 chemical, 1 civil, 1 electrical; 1 mathematician, 2 metallurgists, 1 physicist, 7 technicians, 5 auxiliaries. | Elwyn Di rats, Vice President and research director; 2 chemists, 2 auxiliaries.
15171	1129	Dictograph Products, Inc	Philip N. Lehr, Vice President and Director of Research and Engineering; 8 engineers, 12 technicians, 3 auxiliaries.
15181	1130	Di Cyan & Brown	Erwin Di Cyan, Director of  Research; 1 biologist, 1 chemist, 1 auxiliary.
15191	1131	Diebold, Inc	Thomas H. Kenny, Director of Research and Development; engineers: 5 research, 5 design; 11 technicians; 3 auxiliaries.
15201	1132	Dietene Co.	Norval G. Barker, Director of Research; 2 chemists, 1 auxiliary.
15209	1133	Dietert, Harry W., Co.	D. L. Buss, President and  technical personnel director; Alexander Graham, Research Engineer; engineers: 1 chemical, 3 mechanical; 5 technicians, 3 auxiliaries.
15219	1134	Dietz Design and Manufacturing Co.	
15117	1135	Dietz, Henry G., Co.	
15123	1136	Dietzgen, Eugene, Co.	Benjamin Friedland, Vice President, Research and Development; 24 chemists; engineers: 1 electrical, 5 mechanical, 2 optical; 5 auxiliaries.
15133	1137	Difco Laboratories	C. W. Christensen, Director, Microbiology; 16 biologists, 6 chemists, 10 technicians, 10 auxiliaries.
15141	1138	Dillon, W. C., & Co.	W. C. Dillon, President and  Director of Research; 4 engineers, 1 metallurgist, 1 physicist, 5 technicians, 1 auxiliary.
15151	1139	Dirats, J., & Co.	Janik Dirats, President and  director of research; William P. Casey, Chief Engineer and technical personnel director; 3 chemists; engineers: 1 ceramic, 1 chemical, 1 civil, 1 electrical; 1 mathematician, 2 metallurgists, 1 physicist, 7 technicians, 5 auxiliaries.
15161	1140	Dirats Photo-Plate Co.	Elwyn Di rats, Vice President and research director; 2 chemists, 2 auxiliaries. | Philip N. Lehr, Vice President and Director of Research and Engineering; 8 engineers, 12 technicians, 3 auxiliaries. | Erwin Di Cyan, Director of  Research; 1 biologist, 1 chemist, 1 auxiliary. | Thomas H. Kenny, Director of Research and Development; engineers: 5 research, 5 design; 11 technicians; 3 auxiliaries. | Norval G. Barker, Director of Research; 2 chemists, 1 auxiliary. | D. L. Buss, President and  technical personnel director; Alexander Graham, Research Engineer; engineers: 1 chemical, 3 mechanical; 5 technicians, 3 auxiliaries. | Earl C. Dietz, President and General Manager; Percy W. Fry, Technical Personnel Director; 2 engineers, 4 technicians, 1 auxiliary.
15231	1141	Disogrin Industries, Inc	J. L. Zuckerman, Chief Chemist; J. P. Abbat, Chief Engineer; 1 chemist, 1 mechanical engineer, 4 technicians.
15243	1142	Distillation Engineering Co.	Peter N. Heere, President and research director; 1 chemist, 2 chemical engineers, 3 technicians, 2 clerks.
15255	1143	Ditto, Inc	W. A. Raczynski, Vice President, Research and Development; 13 chemists, 10 project design engineers, 25 technicians, 5 auxiliaries.
15265	1144	Diversey Corp	2 bacteriologists, 21 chemists, 3 auxiliaries.
15273	1145	Dixie Chemical	Gerald G. Priest, Manager, Research and Development; 1 chemist, 1 chemical engineer.
15285	1146	Dixie Mercerizing Co.	Lawrence C. Leatherland,  Technical Director; 1 chemist, 1 chemical engineer, 2 technicians.
15297	1147	Dixie Pine Products Co.	W. B. Logan, Director of Research; 1 chemist, 2 chemical engineers.
15307	1148	Dixie Wax Paper Co.	Buford R. Rice, Manager, Research and Development; Bobby J. Henderson, Manager, Manufacturing Services, and technical personnel director; 2 chemists, 1 psychologist, 1 technician, 4 auxiliaries.
15317	1149	Dixo Co.	Sol Schapiro, President and  technical personnel director; Jerome Schapiro, Chemical Engineer-in-Charge, research; 1  chemist, 1 chemical engineer, 2 auxiliaries.
15327	1150	Dixon, Joseph, Crucible Co.	Sherwood B. Seeley, Vice President of Research; 6 chemists; engineers: 5 ceramics, 3 chemical; 8 technicians, 3 auxiliaries. | Wilfred Seitz, Chief Chemist and research director; Sherwood B. Seeley, Vice President of Research and technical personnel director; 1 chemist, 1 chemical engineer, 2 other professionals. | Kenneth M. Gleszer, President and technical personnel director; Andrea P. Sampon, Metallurgist and research director ; engineers: 1 chemical, 3 mechanical; 1 metallurgist, 2 technicians, 2 auxiliaries.
15357	1151	Djordjevic Engineering Co.	M. Z. Djordjevic, General  Manager and Director of Research; O. D. Petrovic, Personnel Manager.  1151 A.  RESEARCH DIVISION  1933 N. Damen St., Chicago 47, Ill.  Research staff: Engineers: 1 atomic, 1 chemical, 1 civil-structural, 1 electrical, 2 electronics, 1 mechanical, 1 metallurgical; 1 mathematician,  -   1 physicist, 15 technicians, 7 auxiliaries.
15381	1152	Doak Aircraft Co.	N. E. Nelson, Vice President and Chief Engineer; 10 aeronautical engineers,  -   2 technicians, 2 auxiliaries.
15391	1153	DoAll Co.	George H. Sheppard, Director of Research; 8 tool, production, and production fixturing engineers.
15399	1154	Doble Engineering Co.	Frank C. Doble, President and research director; 3 chemists, 7 electrical engineers, 2 physicists, 4 technicians, 8 auxiliaries.
15407	1155	Dr. Pepper Co.	H. Buttler, Chemical Director, research; W. F. Massman, Director of Research and Quality Control, technical personnel ; 5 chemists, 1 psychologist, 1 auxiliary.
15417	1156	Dr. Salsbury’s Laboratories	Oliver H. Peterson, Research Director; W. D. Larsh, Personnel Manager; 11 biologists, 8 chemists, 3 veterinarians, 49 technicians, 4 auxiliaries.
15429	1157	Dodge & Olcott, Inc	A. Warren, Chief Chemist and research director; E. Van Hook, Assistant Director of Personnel; 1 biologist, 12 chemists, 5 technicians, 5 auxiliaries.
15441	1158	Dodge Chemical Co.	Jerome F. Fredrick, Director, Research Laboratories; Arnold J. Dodge, General Manager and technical personnel direc-  tor; 2 biologists, 4 chemists, 1 physician, 1 technician, 5 auxiliaries.
15455	1159	Dodge Manufacturing Corp	David Firth, Vice President, Engineering; 6 mechanical engineers, 8 technicians, 6 auxiliaries.
15465	1160	Dole Valve Co.	J. K. Lund, Vice President, Research and Development; R. R. Dahl, Manager, Product Development, technical personnel director; 38 mechanical engineers, 1 metallurgist, 40 technicians, 10 auxiliaries.
15473	1161	Dolge, C. B., Co.	C. L. Weirich, Vice President, research; 1 biologist, 3 chemists, 1 technician, 1 auxiliary.
15479	1162	Dollinger Corp	E. Grant Pike, Research Director ; 1 chemist, 2 chemical engineers, 2 auxiliaries.
15487	1163	Doman Helicopters, Inc	Glidden S. Doman, President and Engineering and Technical Personnel Director; Stephen duPont, Director of Research and Development; 15 engineers, 18 technicians, 12 auxiliaries.
15495	1164	Donaldson Co.	Robert J. Lunn, Research Director; V. A. Gunderson, Personnel Director; 2 chemists; engineers: 1 aeronautical, 3 mechanical; 5 technicians, 1 auxiliary.
15507	1165	Donley Products, Inc	Philip F. Donley, President  and research director; Earl F. Smith, technical personnel director; 1 mechanical engineer.
15517	1166	DonMar Products, Inc	R. C. Koch, President and  Chief Engineer; engineers: 1 electronics, 1 electrical; 1 auxiliary.
15527	1167	Donnelley, R. R., & Sons Co.	Edward M. Redding, Director of Research and Development; L. W. Emmert, Manager, Placement, Recruiting, and Communications; 3 chemists; engineers: 10 chemical, 4 mechanical; 2 physicists, 12 technicians, 3 auxiliaries.
15537	1168	Donner Scientific Co.	H. J. Hirtzer, Vice President; engineers: 5 electronic, 2 mechanical.
15547	1169	Dooley Enterprises	W. D. Dooley, Chief Physicist and research director; 2 agriculturists, 1 biologist, 1 chemist; engineers: 2 electrical and mechanical, 2 electronics; 2 geologists, 1 mathematician, 1 metallurgist, 1 physician, 4 physicists, 8 technicians, 6 auxiliaries.
15559	1170	Dori, & Co.	Francis J. L. Dori, President  and research director, and Frederick H. Pough,  150  technical personnel director; 3 chemists, 1 engineer, 2 geologists, 3 auxiliaries.
15571	1171	Dorn & Co.	Herman W. Dorn, President  and Director of Research and Development; Walter Long, Production Supervisor, Technical Personnel Director; 1 biologist, 2 chemists, 1 chemical engineer, 1 physician, 1 physicist, 2 auxiliaries.
15581	1172	Dome & Margolin, Inc	Ray E. Anderson, Chief Engineer; engineers: 7 electrical, 3 mechanical; 1 mathematician, 25 auxiliaries.
15591	1173	Dorr-Oliver, Inc	E. B. Fitch, Director of Research; Robert G. L. Harris, Director of Personnel ; 5 chemists, 25 engineers, 30 technicians, 30 auxiliaries.
15603	1174	Dorsett Laboratories	Loyd G. Dorsett, President and technical personnel director; James D. Warren, Vice President and research director; 3 electrical engineers, 1 mathematician, 2 physicists, 1 other professional, 10 technicians, 82 auxiliaries.
15611	1175	Doty Laboratories	Edward E. Chapman, research director; Chester A. Brockman, technical personnel director; 1 biologist, 6 chemists,  2 chemical engineers, 1 entomologist, 1 mathematician, 1 physicist, 4 technicians, 3 auxiliaries.
15623	1176	Douglas Aircraft Co.	W. H. P. Drummond, Director, Testing; J. C. Londelius, Chief Test Engineer, Testing Division; L. J. Devlin, Chief Engineer, El Segundo Engineering Department; A. G. Puglisi, Chief Engineer, Tulsa Engineering Department; C. R. Strang, Director, Advanced Research; E. Troeger, Chief, Materials Research and Process; approximately 1000 scientific and engineering, 300 other technical and office, 2000 technicians, mechanics, and miscellaneous; 550 administrative, supervisory, and miscellaneous support.
15631	1177	Douglas Chemical Co.	James J. Cole, Chemist, research director; William C. McCaslin, Executive Vice President, technical personnel; 1 chemist, 1 technician.
15641	1178	Douglas Fir Plywood Association	John M. Hess, Technical Director; 1 architect; 1 chemist; engineers: 2 architectural, 7 structural; 12 wood technologists, 13 technicians, 18 auxiliaries.
15655	1179	Douglas Microwave Co.	R. Harry Douglas, President and Director of Engineering; engineers: 5 electronics, 3 mechanical; 1 physicist, 5 technicians, 3 auxiliaries.
15663	1180	Dover Chemical Corp	Robert S. Cohen, President and Director of Research; 2 chemists, 1 technician.
15671	1181	Dow, A. W., Inc	Carl Bussow, President and  Technical Director; 2 chemists, 1 chemical engineer, 1 physicist, 1 auxiliary.
15681	1182	Dow Chemical Co.	R. H. Boundy, Director of Research; L. C. Chamberlain, Assistant to Director; Agricultural Chemicals: J. W. Britton, Manager; J. E. Johnson, Research Director; Chemicals: H. D. Doan, Manager; W. C. Bauman, Research Director; Plastics: W. C. Gog-gin, Manager; R. F. Boyer, Research Director. 2,000 scientists, technicians, and auxiliaries. | F. W. McLafferty, Director.  1182C.  MIDLAND DIVISION  Midland, Mich.  Departments: Ethylene Products (C. O. Hutchenreuther, Production Manager) ; Inorganic Chemicals (G. F. Dressel, Production Manager); Analytical Laboratories (T. F. Thorsberg, Manager); Benzene Products (W. H. Williams, Production Manager); Latex-Organic Chemicals (R. F. Prescott, Production Manager) ; Plastics Production (H. Bosscher, Production Manager) ; Poly chemicals Research (E. D. Morris, Manager).  1182D. JAMES RIVER DIVISION  Lee Hall, Va.  Research staff: A. E. Young, General Manager; O. R. McIntire, Technical Director.  1182E.  TEXAS DIVISION  Freeport, Tex.  Research staff: A. P. Beutel, General Manager ; E. B. Barnes, Director, Organic Research ; C. M. Shigley, Director, Technical Research.  1182F.  WESTERN DIVISION  Pittsburg and Seal Beach, Calif.  Research staff: L. A. Doan, General Manager; M. F. Ohman, Manager of Operations, and R. G. Heitz, Director of Research (Pittsburg) ; F. Lusk, Manager, and J. F. Kagy, Director of Research (Seal Beach).  1182G.  DOWELL DIVISION  Tulsa, Okla.  Research staff: A. Carl Polk, Executive Vice President; A. F. Beale, Jr., Director of Research.  1182H. DOW METAL PRODUCTS DIVISION  Midland, Mich.  President: H. Fruehauf.  Research staff: C. E. Nelson, Technical Director; R. Busk, Director of Research.  11821.  LUDINGTON DIVISION  Ludington, Mich.  Research staff: L. N. Carmouche, General Manager; J. W. Corey, Director of Research. 1182J. LOUISIANA DIVISION  Plaquemine, La.  Research staff: J. R. Stein, General Manager; L. D. Hoblit, Director of Research.  1182K. CLIFFS DOW CHEMICAL CO.  Marquette, Mich.  President: M. E. Putnam.  Research staff: R. W. Jenner, General Manager; A. W. Goos, Director of Research.  1182L. DOW CHEMICAL OF CANADA  Sarnia, Ontario  President: L. D. Smithers.  Research staff: B. B. Hillary, Research Manager.
15767	1183	Dow Coming Corp	M. J. Hunter, Director of Research; H. M. Christensen, Personnel Manager; 72 chemists, 64 engineers, 1 physicist, 15 technicians.
15777	1184	Dow Jones & Co.	J. J. Ackell, General Manager, Division Development and Planning; H. L Paulding, Chief Engineer and technical personnel director; engineers: 2 electrical, 3 mechanical; 4 technicians, 2 auxiliaries.
15791	1185	Dowell Laboratories	LuCrece B. Dowell, Director;  2 biologists, 2 chemists, 1 physician, 2 technicians, 1 auxiliary.
15801	1186	Downingtown Paper Co.	Thomas E. Brookover, General Manager of Technical Services; 1 chemist, 1 chemical engineer, 1 metallurgist, 4 technicians, 2 auxiliaries.
15811	1187	Doyle, J. C. Co.	Donald J. Doyle, President and Director of Research; 1 chemist, 2 engineers, 2 technicians, 2 auxiliaries.
15817	1188	Drackett Co.	L. P. Stewart, Jr., Research Director; R. G. Wheeldon, Personnel Director; 12 chemists; engineers: 2 chemical, 1 mechanical ; 4 technicians, 2 auxiliaries.
15827	1189	Dravo Corp	Robert Hughes, Director of Research; 2 chemists; engineers: 1 civil, 1 marine, 1 mechanical, 2 mining and metallurgical; 1 metallurgist, 1 technician, 11 auxiliaries.
15837	1190	Drew, E. F., & Co.	Vigen K. Babayan, Director of Research and Development; 2 biochemists, 2 biologists, 18 chemists, 4 engineers, 1 metallurgist, 1 physicist, 8 technicians, 4 auxiliaries.
15847	1191	Drexel Laboratories	Meredith L. Evons, Research and Technical Personnel Director; 1 chemist, 1 auxiliary.
15855	1192	Driver-Harris Co.	Charles L. Guettel, Manager of Laboratories and Development; Peter R. Marsh, Chief Engineer and technical personnel director; 3 chemists, 2 electrical engineers, 3 metallurgists, 4 technicians, 2 auxiliaries.
15863	1193	Driver, Wilbur B., Co.	H. Clark Smith, Vice President, Research and Engineering; C. Dean Starr, Chief Research Metallurgist and research director; Thomas Mulligan, Industrial Relations Director; 5 chemists; engineers: 5 mechanical,   10 metallurgical; 7 metallurgists, 1 physicist, 15 technicians, 3 auxiliaries.
15875	1194	Drug Research, Inc	Laurene O. Paterson, President and research director; 1 chemist; engineers : 1 chemical, 1 mechanical; 2 technicians, 2 auxiliaries.
15885	1195	Du Bois Chemical Co.	Doris V. Clark, research director; 23 chemists; engineers: 4 chemical, 3 mechanical; 3 auxiliaries.
15897	1196	Duchl, T. M., and Sons, Inc	Harlan C. Peterson, Technical Director; Harold Abrams, Personnel Manager; 3 chemists, 2 technicians, 1 auxiliary.
15907	1197	Du-Co Ceramics Co.	John J. Duke, President and  technical personnel director; Frank O’Connor, Ceramic Engineer, research director; 1 ceramic engineer, 3 technicians, 1 auxiliary.
15917	1198	Du-Good Chemical Laboratory	L. I. Diuguid, President and research director; 3 chemists, 2 technicians, 3 auxiliaries.
15925	1199	DuKane Corp	Michael C. Supitilov, Director of Research; Edward Chessman, Director of Personnel; 1 chemist; engineers: 1 electrical, 2 electronic, 2 mechanical; 1 physicist, 2 technicians, 3 auxiliaries.
15935	1200	Duke Laboratories	H. Lowenstein, research director ; 2 chemists, 2 auxiliaries.
15943	1201	Dulany Foods, Inc	William J. Hart, Jr., Chief Technologist; 1 chemist, 1 food technologist, 1 technician.
15951	1202	Dumas Milner Corp	Louis E. Wells, Vice President, Research and Development; 2 chemical engineers.
15961	1203	Dumas-Wilson & Co.	F. L. Root, Vice President and Director of Research; J. A. Givens, Technical Director; 2 chemists, 4 pharmacists, 1 physician, 1 technician, 1 auxiliary.
15971	1204	Du Mont, Allen B., Laboratories	Thomas T. Goldsmith, Jr., Vice President, Engineering and Research; Martin Flynn, Employment Manager; 4 chemists; engineers: 90 electrical, 30 mechanical; 2 mathematicians, 10 physicists, 136 technicians, 67 auxiliaries.
15981	1205	Dumore Co.	Hoyt Servis, Vice President, Engineering; engineers: 2 electrical, 1 mechanical, 2 technicians, 2 auxiliaries.
15991	1206	Duncan Electric Co.	R. A. Road, Vice President, Engineering; 1 chemist, 9 electrical engineers, 36 technicians, 3 auxiliaries.
16003	1207	Dunham-Bush, Inc	Sebastian J. Gianni, Head of Research and Development; Alan S. Decker, Vice President of Engineering, technical personnel director; engineers: 1 chemical, 3 mechanical ; 14 technicians, 1 auxiliary.
16013	1208	Dunkel, Paul A., Co.	Charles M. Ferri, Technical Director; 2 chemists, 1 auxiliary.
16023	1209	Dunlap and Associates, Inc	Jerome H. Ely, Assistant Vice President in charge of Laboratory; John L. Butler, Personnel Coordinator; Charles R. Kelley, Senior Psychologist; engineers: 2 electrical, 1 mechanical; 1 physician, 4 psychologists, 108 technicians, 3 auxiliaries.
16033	1210	Dunlap Electronics, Inc	Richard D. Dunlap, President  and research director; 1 electrical engineer.
16043	1211	Dunlop Tire and Rubber Corp	J. W. Boyd, Technical Manager, Tires; W. M. Reid, Technical Manager,  Sporting Goods and Latex Foam; 15 chemists,  -   6 engineers, 1 physicist, 62 other professionals,  -   7 auxiliaries.
16059	1212	Dunn Engineering Associates, Inc	L. B. Johnson, Chief Engineer, research director; Henry T. Spiers, Personnel Officer; 15 electrical engineers, 20 technicians, 10 auxiliaries.
16067	1213	Duplan Corp	H. M. Strub, Jr., Manager, Technical Department; H. L. Roberts, Vice President and General Mill Manager, technical personnel; 4 chemists; engineers: 1 mechanical, 1 textile; 6 technicians, 1 auxiliary.
16079	1214	Du Pont de Nemours, E. L, and Co.	P. L. Salzberg, Director; D. M. McQueen, Director of Research; 8 biologists, 193 chemists, 11 chemical engineers, 16 physicists, 307 auxiliaries. | M. Hunt, Laboratory Director; 71 chemists, 11 chemical engineers, 2 metallurgists, 9 technicians, 92 auxiliaries. | F. C. Wagner, Superintendent of Research; 11 chemists; engineers: 19 chemi  cal, 1 electrical, 2 mechanical; 1 technician, 60 auxiliaries. | N. L. Hause, Manager; 1 biologist, 25 chemists, 1 metallurgist, 21 auxiliaries. | C. Robertson, Manager; 42 chemists, 11 chemical engineers, 1 metallurgist, 1 physicist, 1 technician, 66 auxiliaries. | J. A. Zapp, Jr., Director; 14 biologists, 7 chemists, 1 engineer, 4 physicians, 1 physicist, 6 technicians, 21 auxiliaries. | H. C. Vernon, Director; 12 chemists, 73 engineers, 6 mathematicians, 17 metallurgists, 10 physicists, 103 auxiliaries. | L. R. Crittendon, Director; 165 engineers, 5 metallurgists, 37 technicians, 191 auxiliaries. | V. F. Hanson, Director; 5 physical chemists, 1 electronics engineer, 5 physicists, 6 auxiliaries. | H. H. Holmes, Director; 18 chemists, 3 auxiliaries. | C. O. Davis, Director; 79 chemists, 22 engineers, 2 geologists, 3 physicists, 227 auxiliaries. | R. N. Gartside, Director; 35 chemists, 71 chemical engineers, 1 mathematician, 30 auxiliaries. | O. H. Bullitt, Jr., Director; 19 chemists, 1 physicist, 15 auxiliaries. | Russell Morgan, Director; 66 chemists; engineers: 7 chemical, 1 mechanical; 2 physicists, 150 auxiliaries. | J. C. Richards, Director; 17 chemists, 7 engineers, 46 auxiliaries. | H. W. Gray, Laboratory Director; 24 chemists, 30 auxiliaries. | S. A. G. Singer, Laboratory Director; 17 chemists, 9 chemical engineers, 8 technicians, 15 auxiliaries. | D. G. Cushing, Laboratory Director; 7 chemists, 10 chemical engineers, 10 auxiliaries. | F. W. Gander, Laboratory Director; 48 chemists; engineers: 27 chemical, 12 mechanical; 1 physicist, 6 technicians, 184 auxiliaries. | M. T. Goebel, Research Director; 44 biologists, 74 chemists, 50 engineers, 231 auxiliaries. | J. M. Tinker, Laboratory Director; 7 chemists, 2 physicists, 6 auxiliaries. | J. S. Lann, Laboratory Director; 17 chemists and engineers, 19 auxiliaries. | J. M. Tinker, Laboratory Director; 91 chemists, 11 chemical engineers, 11 technicians, 238 auxiliaries. | B. M. Sturgis, Laboratory Director; 24 chemists; engineers: 4 chemical, 17 mechanical; 4 technicians, 100 auxiliaries. | A. V. Willett, Jr., General Superintendent; 45 chemists, 70 engineers, 80 auxiliaries. | V. R. Hurka, Laboratory Director; 38 chemists, 5 chemical engineers, 32 technicians, 152 auxiliaries. | W. A. Stanton, Manager, Personnel, Patent, and Development; 58 chemists; engineers: 12 chemical, 1 electrical, 3 mechanical; 9 physicists, 4 technicians, 100 auxiliaries. | C. M. Olson, Laboratory Director; 22 chemists, 4 chemical engineers, 5 metallurgists, 4 technicians, 47 auxiliaries. | W. S. Struve, Laboratory Director; 17 chemists, 2 chemical engineers, 23 auxiliaries. | H. H. Schaumann, Laboratory Director; 18 chemists; engineers: 19 chemical, 1 mechanical; 15 technicians, 166 auxiliaries. | E. B. Cooper, Laboratory Director; 155 chemists; engineers: 83 chemical, 7 mechanical, 1 plastics; 4 mathematicians, 17 physicists, 1 technician, 352 auxiliaries. | E. M. McEachin, Laboratory Director; 10 chemists; engineers: 33 chemical, 5 mechanical; 1 physicist, 53 auxiliaries. | E. M. McEachin, Laboratory Director; 5 chemists, 8 chemical engineers, 8 auxiliaries. | W. Q. Smith, Laboratory Director; 16 chemists; engineers: 51 chemical,   10 mechanical; 1 physicist, 2 technicians, 37 auxiliaries. | C. E. Black III, Laboratory Director; 62 chemists; engineers: 8 chemical, 5 mechanical; 2 physicists, 2 technicians, 123 auxiliaries. | N. A. Higgins, Laboratory Director; 70 chemists; engineers: 12 chemical, 2 mechanical; 6 physicists, 7 technicians, 105 auxiliaries. | J. M. Swanson, Laboratory Director; 55 chemists; engineers: 16 chemical, 8 mechanical, 13 textile; 5 physicists, 4 technicians, 224 auxiliaries. | F. R. Millhiser, Laboratory Director; 53 chemists; engineers: 5 chemical, 4 mechanical, 1 textile; 5 technicians, 164 auxiliaries. | R. E. Wilfong. Laboratory Director; 46 chemists; engineers: 6 chemical, 4 mechanical; 1 physicist, 3 technicians, 114 auxiliaries. | J. M. Swanson, Laboratory Director; 18 chemists; engineers: 6 chemical, 4 mechanical, 1 textile; 4 physicists, 85 auxiliaries. | R. Osmalov, Research Manager; 24 chemists; engineers: 13 chemical, 9 mechanical; 1 physicist, 3 technicians, 83 auxiliaries.
16389	1215	Dura Commodities Corp	2 professionals.
16399	1216	Duralac Chemical Corp	Edwin S. Leister, Technical Director; 4 chemists.
16409	1217	Durant Mfg. Co.	Robert Einem, Research Engineer ; Mel Story, Personnel Manager; 1 electrical engineer, 1 auxiliary.
16421	1218	Duriron Co.	R. F. Sharpe, Director, Research and Development; 7 chemists, 3 chemical engineers, 4 metallurgists, 11 technicians, 4 auxiliaries.
16435	1219	Dyna-Empire, Inc	H. B. Shaper, Vice President and Director of Engineering; 10 electronics engineers, 1 physicist, 15 technicians, 6 auxiliaries.
16447	1220	Dynametrics Corp	Philip S. Dumka, Chief, Development; Walter R. Woodward, Director of Engineering and technical personnel director; engineers: 1 aeronautical, 3 electrical, 1 mechanical ; 1 mathematician, 3 technicians, 2 auxiliaries.
16457	1221	Dynamic Developments, Inc	Glenford J. Wennagel, Vice President, research director; engineers: 1 aero, 1 chemical, 4 civil, 4 marine, 6 mechanical; 3 technicians, 2 auxiliaries.
16465	1222	Dynamics Corp	James R. Day, Vice President and research director; engineers: 20 electrical, 3 mechanical; 2 mathematicians, 25 technicians, 25 auxiliaries. | Rawley D. McCoy, Vice President; 2 chemists; engineers: 118 electrical, 19 mechanical; 16 mathematicians, 2 metallurgists, 6 physicists, 190 technicians, 52 auxiliaries. | Richard L. Van Gavree, Manager, Electronic Engineering, and research director; 1 chemist, 1 electronics engineer, 1 physicist, 3 technicians, 2 auxiliaries.
16495	1223	Dynatronics, Inc	George C. Dannals, Vice President, Engineering; William R. Merritt, Personnel Manager; engineers: 42 electronics, 5 mechanical; 1 mathematician, 32 auxiliaries.
16509	1224	ELASCO, Inc	Jacob B. Giller, President,  research director; 5 electrical engineers, 3 technicians, 2 auxiliaries.
16519	1225	EMP Electronics Research Laboratories	Marven B. Tuxhom, Director of Engineering; 3 electronics engineers, 3 technicians, 2 auxiliaries.
